id,x,y,width,height,xoffset,yoffset,xadvance,page,chnl
32,25,54,0,0,0,18,19,0
33,19,197,7,26,3,4,12,0
34,45,246,13,10,2,4,16,0
35,0,29,26,25,0,4,27,0
36,0,141,18,32,2,1,22,0
37,0,0,26,29,1,2,28,0
38,0,225,22,24,0,6,22,0
39,197,82,6,10,2,4,9,0
40,79,150,11,29,2,4,13,0
41,79,179,11,29,1,4,13,0
42,218,25,15,16,2,2,17,0
43,158,25,16,18,1,11,19,0
44,189,82,8,10,2,22,11,0
45,189,76,14,6,1,16,16,0
46,36,247,8,8,2,20,11,0
47,26,160,16,29,1,3,18,0
48,150,44,17,23,1,6,18,0
49,156,68,11,25,4,5,18,0
50,167,44,17,23,2,6,19,0
51,99,44,17,24,0,6,17,0
52,63,44,18,24,1,6,18,0
53,201,44,15,24,2,5,17,0
54,79,68,17,25,1,5,18,0
55,26,108,18,26,0,6,18,0
56,45,194,17,26,1,5,18,0
57,63,68,16,27,1,5,18,0
58,246,25,8,18,2,11,12,0
59,167,68,8,21,2,11,11,0
60,233,25,13,16,2,11,16,0
61,175,68,14,12,3,14,19,0
62,63,237,13,16,2,11,16,0
63,63,95,16,27,1,5,18,0
64,0,54,25,26,1,5,27,0
65,75,0,20,25,0,5,20,0
66,26,222,18,25,0,5,18,0
67,45,44,18,25,0,5,18,0
68,95,0,20,25,0,6,20,0
69,81,44,18,24,0,5,18,0
70,63,122,16,27,0,4,16,0
71,175,0,19,25,0,5,19,0
72,194,0,19,25,0,5,19,0
73,113,68,15,25,0,6,15,0
74,0,197,19,28,-1,5,18,0
75,115,0,20,25,0,5,20,0
76,116,44,17,24,0,5,17,0
77,0,173,24,24,1,6,25,0
78,45,69,18,25,2,5,21,0
79,26,134,18,26,1,5,19,0
80,45,94,18,25,0,5,18,0
81,0,110,19,31,1,5,19,0
82,135,0,20,25,0,5,20,0
83,232,0,19,24,-1,5,18,0
84,213,0,19,25,0,5,18,0
85,133,44,17,24,1,6,18,0
86,26,25,19,26,0,5,17,0
87,26,0,27,25,0,5,27,0
88,155,0,20,25,0,5,20,0
89,45,119,18,25,0,5,18,0
90,53,0,22,24,1,5,21,0
91,79,208,11,29,2,4,14,0
92,26,51,17,29,0,2,17,0
93,95,93,10,29,1,4,14,0
94,175,80,14,11,1,1,16,0
95,0,249,24,6,2,27,27,0
96,26,247,10,9,0,3,10,0
97,91,25,18,19,1,11,19,0
98,45,144,18,25,0,4,19,0
99,174,25,15,19,0,11,16,0
100,45,169,18,25,0,4,17,0
101,126,25,16,19,1,10,17,0
102,63,209,15,28,0,4,14,0
103,96,68,17,25,1,10,19,0
104,26,80,17,28,2,2,20,0
105,20,80,6,26,2,4,9,0
106,79,119,12,31,1,5,14,0
107,63,149,16,27,2,4,18,0
108,18,141,8,27,2,4,10,0
109,69,25,22,18,2,11,25,0
110,203,25,15,17,2,12,18,0
111,142,25,16,19,1,11,17,0
112,79,93,16,26,1,10,18,0
113,0,80,20,30,0,10,18,0
114,189,25,14,19,1,11,15,0
115,142,68,14,20,0,10,14,0
116,128,68,14,25,0,6,14,0
117,109,25,17,18,1,11,18,0
118,234,44,17,20,0,11,17,0
119,45,25,24,19,1,11,25,0
120,216,44,18,20,0,11,18,0
121,45,220,17,26,0,10,17,0
122,184,44,17,22,0,10,17,0
123,63,176,13,33,1,1,15,0
124,19,110,6,31,1,1,8,0
125,26,189,14,33,2,1,16,0
126,189,68,20,8,1,6,20,0
