id,x,y,width,height,xoffset,yoffset,xadvance,page,chnl
32,42,37,0,0,0,39,10,0
33,248,129,8,32,3,8,14,0
34,235,185,17,13,1,8,19,0
35,0,184,24,32,0,8,24,0
36,0,41,24,44,1,4,25,0
37,81,0,35,33,0,8,35,0
38,211,0,30,32,1,8,31,0
39,200,226,8,13,1,8,10,0
40,200,185,12,41,2,8,15,0
41,166,161,13,41,1,8,15,0
42,179,233,19,18,0,6,19,0
43,24,233,23,23,1,13,25,0
44,166,242,9,14,2,32,13,0
45,65,32,14,7,0,25,14,0
46,92,33,8,8,2,32,12,0
47,242,41,13,32,0,8,12,0
48,80,194,23,32,1,8,24,0
49,205,129,17,32,2,8,25,0
50,104,97,23,32,1,8,25,0
51,104,129,23,32,0,8,24,0
52,54,137,25,32,0,8,25,0
53,104,161,23,32,1,8,24,0
54,104,193,23,32,1,8,25,0
55,127,129,22,32,2,8,24,0
56,127,97,23,32,1,8,25,0
57,150,97,23,32,0,8,24,0
58,245,161,8,24,2,16,12,0
59,239,129,9,30,2,16,13,0
60,104,225,22,25,1,12,24,0
61,212,185,23,16,1,16,25,0
62,127,225,22,25,1,12,24,0
63,173,97,23,32,0,8,23,0
64,0,0,42,41,0,8,40,0
65,24,73,29,32,0,8,29,0
66,216,41,26,32,2,8,29,0
67,24,105,28,32,1,8,30,0
68,24,201,27,32,2,8,30,0
69,54,169,25,32,2,8,27,0
70,196,97,23,32,2,8,25,0
71,24,41,30,32,1,8,32,0
72,54,41,27,32,2,8,31,0
73,212,213,8,32,2,8,12,0
74,127,161,22,32,-1,8,23,0
75,81,41,27,32,2,8,30,0
76,219,97,23,32,2,8,25,0
77,149,0,31,32,2,8,34,0
78,108,41,27,32,2,8,31,0
79,180,0,31,32,1,8,32,0
80,0,216,24,32,2,8,27,0
81,116,0,33,34,1,8,33,0
82,135,41,27,32,2,8,29,0
83,54,73,26,32,1,8,27,0
84,162,41,27,32,0,8,27,0
85,189,41,27,32,2,8,31,0
86,24,137,28,32,0,8,28,0
87,42,0,39,32,0,8,39,0
88,54,201,25,32,0,8,25,0
89,54,105,26,32,0,8,26,0
90,24,169,28,32,0,8,28,0
91,166,202,13,40,2,8,15,0
92,242,97,13,32,0,8,12,0
93,149,211,14,40,0,8,15,0
94,54,233,22,18,1,8,24,0
95,42,32,23,5,-1,40,21,0
96,81,33,11,8,1,8,14,0
97,170,73,23,24,1,16,25,0
98,80,97,24,32,2,8,26,0
99,193,73,23,24,1,16,24,0
100,80,129,24,32,1,8,26,0
101,216,73,23,24,1,16,25,0
102,187,129,18,32,-1,8,14,0
103,0,85,24,33,1,16,26,0
104,127,193,22,32,2,8,25,0
105,220,213,8,32,2,8,11,0
106,241,0,14,41,-4,8,11,0
107,166,129,21,32,2,8,23,0
108,228,213,8,32,2,8,11,0
109,80,73,33,24,1,16,35,0
110,179,161,22,24,2,16,25,0
111,146,73,24,24,1,16,25,0
112,0,118,24,33,2,16,26,0
113,0,151,24,33,1,16,26,0
114,239,73,17,24,2,16,19,0
115,179,185,21,24,1,16,22,0
116,222,129,17,32,0,8,15,0
117,201,161,22,24,2,16,25,0
118,223,161,22,24,0,16,22,0
119,113,73,33,24,0,16,33,0
120,179,209,21,24,0,16,21,0
121,80,161,23,33,-1,16,22,0
122,80,226,23,24,0,16,23,0
123,149,129,17,41,0,8,16,0
124,236,213,6,41,3,8,12,0
125,149,170,16,41,0,8,16,0
126,212,201,23,12,0,18,23,0
