id,x,y,width,height,xoffset,yoffset,xadvance,page,chnl
32,20,19,0,0,0,18,5,0
33,100,102,5,16,1,3,6,0
34,91,119,9,7,0,3,8,0
35,116,0,12,16,0,3,12,0
36,0,20,12,21,-1,2,11,0
37,38,0,17,16,0,3,16,0
38,12,20,14,16,0,3,14,0
39,100,118,5,7,0,3,4,0
40,69,84,7,20,0,3,6,0
41,69,104,7,20,0,3,7,0
42,100,92,10,10,-2,2,7,0
43,95,80,11,11,0,6,11,0
44,121,92,6,8,-1,14,5,0
45,38,16,7,4,0,11,7,0
46,105,118,5,5,0,14,5,0
47,77,100,7,16,0,3,6,0
48,117,20,11,16,0,3,11,0
49,116,48,9,16,0,3,11,0
50,38,100,11,16,0,3,11,0
51,50,48,11,16,0,3,11,0
52,0,41,12,16,0,3,12,0
53,0,57,12,16,-1,3,10,0
54,0,73,12,16,0,3,11,0
55,50,64,11,16,0,3,11,0
56,50,80,11,16,0,3,11,0
57,50,96,11,16,0,3,11,0
58,77,116,5,12,0,7,5,0
59,91,104,6,15,-1,7,5,0
60,95,64,11,13,0,5,11,0
61,110,92,11,8,0,7,11,0
62,106,64,11,13,0,5,11,0
63,50,112,11,16,0,3,10,0
64,0,0,20,20,0,3,18,0
65,12,36,14,16,0,3,14,0
66,12,68,13,16,0,3,12,0
67,12,52,14,16,0,3,13,0
68,12,84,13,16,0,3,13,0
69,0,89,12,16,0,3,12,0
70,61,48,11,16,0,3,11,0
71,71,0,15,16,0,3,14,0
72,12,100,13,16,0,3,13,0
73,105,102,5,16,1,3,6,0
74,72,48,11,16,0,3,11,0
75,26,20,13,16,0,3,13,0
76,83,48,11,16,0,3,11,0
77,86,0,15,16,0,3,15,0
78,39,20,13,16,0,3,13,0
79,101,0,15,16,0,3,14,0
80,0,105,12,16,0,3,12,0
81,55,0,16,17,0,3,15,0
82,52,20,13,16,0,3,12,0
83,26,36,12,16,0,3,12,0
84,65,20,13,16,0,3,13,0
85,78,20,13,16,0,3,13,0
86,91,20,13,16,0,3,13,0
87,20,0,18,16,0,3,18,0
88,26,52,12,16,0,3,12,0
89,26,68,12,16,0,3,12,0
90,104,20,13,16,0,3,13,0
91,77,80,7,20,0,3,7,0
92,84,92,7,16,0,3,6,0
93,61,64,8,20,-1,3,7,0
94,116,80,11,10,0,3,11,0
95,20,16,13,3,-2,18,9,0
96,120,102,6,5,0,3,6,0
97,26,116,11,12,0,7,11,0
98,26,84,12,16,0,3,11,0
99,38,116,11,12,0,7,11,0
100,26,100,12,16,0,3,12,0
101,82,36,11,12,0,7,11,0
102,77,64,9,16,-1,3,6,0
103,38,36,12,16,0,7,12,0
104,94,48,11,16,0,3,11,0
105,110,102,5,16,0,3,5,0
106,61,84,8,20,-3,3,5,0
107,105,48,11,16,0,3,10,0
108,115,102,5,16,0,3,5,0
109,50,36,16,12,0,7,16,0
110,93,36,11,12,0,7,11,0
111,12,116,12,12,0,7,11,0
112,38,52,12,16,0,7,11,0
113,38,68,12,16,0,7,12,0
114,91,92,9,12,0,7,8,0
115,104,36,11,12,0,7,10,0
116,86,64,9,16,0,3,7,0
117,115,36,11,12,0,7,11,0
118,117,64,11,12,-1,7,10,0
119,66,36,16,12,0,7,16,0
120,106,80,10,12,0,7,10,0
121,38,84,12,16,0,7,11,0
122,84,80,11,12,0,7,11,0
123,61,104,8,20,0,3,8,0
124,84,108,5,20,1,3,6,0
125,69,64,8,20,0,3,8,0
126,0,121,11,6,0,9,11,0
